,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
3132,General debate,A_63_PV.7_E, 2008-09-24 ,Silva,Portugal,Aníbal António Cavaco  Silva,PRT,President of the Portuguese Republic 
3133,General debate,A_63_PV.7_E, 2008-09-24 ,Méndez,Paraguay,Fernando Lugo  Méndez,PRY,President of the Republic of Paraguay 
3134,General debate,A_63_PV.7_E, 2008-09-24 ,Yushchenko,Ukraine,Victor  Yushchenko,UKR,President of Ukraine. hear an address by the President of Ukraine. 
3135,General debate,A_63_PV.7_E, 2008-09-24 ,Rajapaksa,Sri Lanka,Mahinda  Rajapaksa,LKA,President of the Democratic Socialist Republic of Sri Lanka 
3150,General debate,A_63_PV.8_E, 2008-09-23 ,Sanj,Mongolia,Bayar  Sanj,MNG,Prime Minister of Mongolia address by the Prime Minister of Mongolia. 
3151,General debate,A_63_PV.8_E, 2008-09-23 ,Arias Sánchez,Costa Rica,Oscar  Arias Sánchez,CRI,President of the Republic of Costa Rica 
3152,General debate,A_63_PV.8_E, 2008-09-23 ,Topi,Albania,Bamir   Topi,ALB,President of the Republic of Albania 
3153,General debate,A_63_PV.8_E, 2008-09-23 ,Rodrigues Pires,Cape Verde,Pedro Verona  Rodrigues Pires,CPV,President of the Republic of Cape Verde 
3154,General debate,A_63_PV.8_E, 2008-09-23 ,Bozizé,Central African Republic,François  Bozizé,CAF,President of the Central African Republic 
3155,General debate,A_63_PV.8_E, 2008-09-23 ,Kaczynski,Poland,Lech  Kaczynski,POL,President of the Republic of Poland 
3156,General debate,A_63_PV.8_E, 2008-09-23 ,Colom Caballeros,Guatemala,Álvaro  Colom Caballeros,GTM,President of the Republic of Guatemala 
3157,General debate,A_63_PV.8_E, 2008-09-23 ,Venetiaan,Suriname,Runaldo Ronald  Venetiaan,SUR,President of the Republic of Suriname 
3158,General debate,A_63_PV.8_E, 2008-09-23 ,Saca González,El Salvador,Eliás Antonio  Saca González,SLV,President of the Republic of El Salvador 
3159,General debate,A_63_PV.8_E, 2008-09-23 ,Stephen,Nauru,Marcus   Stephen,NRU,President of the Republic of Nauru 
3160,General debate,A_63_PV.8_E, 2008-09-23 ,Zatlers,Latvia,Valdis  Zatlers,LVA,President of the Republic of Latvia 
3161,General debate,A_63_PV.8_E, 2008-09-23 ,Uribe Vélez,Colombia,Alvaro  Uribe Vélez,COL,President of the Republic of Colombia 
3162,General debate,A_63_PV.8_E, 2008-09-23 ,Christofias,Cyprus,Dimitris  Christofias,CYP,President of the Republic of Cyprus 
3163,General debate,A_63_PV.8_E, 2008-09-23 ,Mutharika,Malawi,Bingu Wa  Mutharika,MWI,President of the Republic of Malawi 
3164,General debate,A_63_PV.8_E, 2008-09-23 ,Ilves,Estonia,Toomas Hendrik  Ilves,EST,President of the Republic of Estonia 
3165,General debate,A_63_PV.8_E, 2008-09-23 ,Guebuza,Mozambique,Armando Emílio  Guebuza,MOZ,President of the Republic of Mozambique 
3166,General debate,A_63_PV.8_E, 2008-09-23 ,Zelaya Rosales,Honduras,José Manuel  Zelaya Rosales,HND,President of the Republic of Honduras 
3108,General debate,A_63_PV.9_E, 2008-09-25 ,Spencer,Antigua and Barbuda,Winston Baldwin  Spencer,ATG,Prime Minister of Antigua and Barbuda 
3109,General debate,A_63_PV.9_E, 2008-09-25 ,Chin,Palau,Elias Camsek  Chin,PLW,we see evidence of a mutual desire for dialogue and engagement in a process and understanding. It is a development worthy of our respect
3110,General debate,A_63_PV.9_E, 2008-09-25 ,Talabani,Iraq,Jalal  Talabani,IRQ,President of the Republic of Iraq 
3111,General debate,A_63_PV.9_E, 2008-09-25 ,Koroma,Sierra Leone,Ernest Bai   Koroma,SLE,President of the Republic of Sierra Leone 
3112,General debate,A_63_PV.9_E, 2008-09-25 ,Menezes,Sao Tome and Principe,Fradique Bandeira Melo de  Menezes,STP,President of the Democratic Republic of Sao Tome and Principe 
3113,General debate,A_63_PV.9_E, 2008-09-25 ,Obiang Nguema Mbasogo,Equatorial Guinea,Teodoro  Obiang Nguema Mbasogo,GNQ,President of the Republic of Equatorial Guinea 
3114,General debate,A_63_PV.9_E, 2008-09-25 ,Tong,Kiribati,Anote  Tong,KIR,President of the Republic of Kiribati 
3115,General debate,A_63_PV.9_E, 2008-09-25 ,Sambi,Comoros,Ahmed Abdallah  Sambi,COM,President of the Union of the Comoros 
3116,General debate,A_63_PV.9_E, 2008-09-25 ,Tomeing,Marshall Islands,Litokwa  Tomeing,MHL,President of the Republic of the Marshall Islands 
3117,General debate,A_63_PV.9_E, 2008-09-25 ,Sargsyan,Armenia,Serzh  Sargsyan,ARM,President of the Republic of Armenia 
3118,General debate,A_63_PV.9_E, 2008-09-25 ,Michel,Seychelles,James  Michel,SYC,President of the Republic of Seychelles 
3119,General debate,A_63_PV.9_E, 2008-09-25 ,Crvenkovski,The former Yugoslav Republic of Macedonia,Branko  Crvenkovski,MKD,President of the former Yugoslav Republic of Macedonia 
3120,General debate,A_63_PV.9_E, 2008-09-25 ,Rahmon,Tajikistan,Emomali   Rahmon,TJK,President of the Republic of Tajikistan 
