,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
2303,General debate,A_59_PV.6_E, 2004-09-22 ,Ndayizeye,Burundi,Domitien  Ndayizeye,BDI,President of the Republic of Burundi 
2304,General debate,A_59_PV.6_E, 2004-09-22 ,Bolaños Geyer,Nicaragua,Enrique  Bolaños Geyer,NIC,President of the Republic of Nicaragua 
2305,General debate,A_59_PV.6_E, 2004-09-22 ,Iliescu,Romania,Ion  Iliescu,ROU,President of Romania 
2263,General debate,A_59_PV.7_E, 2004-09-23 ,Khan,Bangladesh,M. Morshed  Khan,BGD,Minister for Foreign Affairs of Bangladesh. Mr. Khan (Bangladesh): Sir
2264,General debate,A_59_PV.7_E, 2004-09-23 ,Barnier,France,Michel  Barnier,FRA,the Minister for Foreign Affairs of the Republic of France. Mr. Barnier (France) (spoke in French): I would like to congratulate you
2265,General debate,A_59_PV.7_E, 2004-09-23 ,Frattini,Italy,Franco  Frattini,ITA,Minister for Foreign Affairs of Italy. Mr. Frattini (Italy): This years general debate unfolds against an international backdrop in which terrorist acts of great ferocity have become all too common. 
2266,General debate,A_59_PV.7_E, 2004-09-23 ,Molyviatis,Greece,Petros  Molyviatis,GRC,Minister for Foreign Affairs of Greece. Mr. Molyviatis (Greece): Mr. President
2267,General debate,A_59_PV.7_E, 2004-09-23 ,Shabangu,Swaziland,Albert  Shabangu,SWZ,Deputy Prime Minister of Swaziland. Mr. Shabangu (Swaziland): Allow me to convey to all members of the United Nations family the warm greetings of His Majesty King Mswati III
2268,General debate,A_59_PV.7_E, 2004-09-23 ,Shalom,Israel,Silvan  Shalom,ISR,Deputy Prime Minister and Minister for Foreign Affairs of Israel. Mr. Shalom (Israel): I would like to congratulate you
2269,General debate,A_59_PV.7_E, 2004-09-23 ,Fischer,Germany,Joschka  Fischer,DEU,Deputy Federal Chancellor and Minister for Foreign Affairs of Germany. 15 Mr. Fischer (Germany) (spoke in German; English text provided by the delegation): Let me first of all congratulate you
2270,General debate,A_59_PV.7_E, 2004-09-23 ,Singh,India,Manmohan  Singh,IND,Prime Minister of the Republic of India 
2271,General debate,A_59_PV.7_E, 2004-09-23 ,Obasanjo,Nigeria,Olusegun  Obasanjo,NGA,President of the Federal Republic of Nigeria 
2272,General debate,A_59_PV.7_E, 2004-09-23 ,Mogae,Botswana,Festus  Mogae,BWA,President of the Republic of Botswana 
2273,General debate,A_59_PV.7_E, 2004-09-23 ,Papadopoulos,Cyprus,Tassos  Papadopoulos,CYP,President of the Republic of Cyprus 
2274,General debate,A_59_PV.7_E, 2004-09-23 ,Wade,Senegal,Abdoulaye  Wade,SEN,President of the Republic of Senegal 
2245,General debate,A_59_PV.8_E, 2004-09-23 ,Drasković,Serbia and Montenegro,Vuk  Drasković,YUG,
2246,General debate,A_59_PV.8_E, 2004-09-23 ,Al-Sabah,Kuwait,Mohammad Al-Sabah Al-Salem  Al-Sabah,KWT,Minister for Foreign Affairs of the State of Kuwait. Mr. Al-Sabah (Kuwait) (spoke in Arabic): I am pleased to convey my congratulations to the President elected to the fifty-ninth session of the General Assembly. I likewise take this opportunity to express our appreciation to the Secretary-General
2247,General debate,A_59_PV.8_E, 2004-09-23 ,Passy,Bulgaria,Solomon  Passy,BGR,Minister for Foreign Affairs of Bulgaria. Mr. Passy (spoke in French): I would like
2248,General debate,A_59_PV.8_E, 2004-09-23 ,Moller,Denmark,Per Stig  Moller,DNK,President of the Republic of Guinea-Bissau 
2249,General debate,A_59_PV.8_E, 2004-09-23 ,Ismail,Sudan,Mustafa Osman  Ismail,SDN,Minister for Foreign Affairs of the Republic of the Sudan. Mr. Ismail (Sudan) (spoke in Arabic): It gives me sincere extend my delegation(cid:146)s to pleasure congratulations to Mr. Jean Ping on his deserved election to the presidency of the fifty-ninth session of the General Assembly. Given the issues that we must consider during this session
2250,General debate,A_59_PV.8_E, 2004-09-23 ,Cowen,Ireland,Brian  Cowen,IRL,Minister for Foreign Affairs of Ireland. Mr. Cowen (Ireland): I first addressed the General Assembly in the year 2000. 
2251,General debate,A_59_PV.8_E, 2004-09-23 ,Straw,United Kingdom,Jack  Straw,GBR,Secretary and Commonwealth Affairs of the United Kingdom of Great Britain and Northern Ireland. for Foreign of State Mr. Straw (United Kingdom): Mr. President
2252,General debate,A_59_PV.8_E, 2004-09-23 ,Lavrov,Russian Federation,Sergei Viktorovich  Lavrov,RUS,Minister for Foreign Affairs of the Russian Federation. (Russian Federation) in Russian): I am addressing the Assembly today at a most difficult time for our country
2253,General debate,A_59_PV.8_E, 2004-09-23 ,Ferrero-Waldner,Austria,Benita  Ferrero-Waldner,AUT,the Minister for Foreign Affairs of the Republic of Austria. Mrs. Ferrero-Waldner (Austria): I should like to begin by congratulating Mr. Jean Ping on his election as President of the fifty-ninth session of the General Assembly. He may be sure that Austria will fully support him in carrying out his important task. I fully subscribe to the statement made by the Minister of Foreign Affairs of the Netherlands on behalf of the European Union
2254,General debate,A_59_PV.8_E, 2004-09-23 ,Albert II,Monaco,Prince of Monaco  Albert II,MCO,and by the many conventions concluded within the United Nations framework
2255,General debate,A_59_PV.8_E, 2004-09-23 ,Pierantozzi,Palau,Sandra  Pierantozzi,PLW,Vice- President and Minister of Health of the Republic of Palau 
2256,General debate,A_59_PV.8_E, 2004-09-23 ,Mahama,Ghana,Alhaji Aliu  Mahama,GHA,Vice-President of the Republic of Ghana 
2257,General debate,A_59_PV.8_E, 2004-09-23 ,Gonzi,Malta,Lawrence  Gonzi,MLT,Prime Minister of the Republic of Malta 
2258,General debate,A_59_PV.8_E, 2004-09-23 ,Mosisili,Lesotho,Pakalitha Bethuel  Mosisili,LSO,Prime Minister and Minister for Defence and Public Service of the Kingdom of Lesotho 
2259,General debate,A_59_PV.8_E, 2004-09-23 ,Batlle Ibañez,Uruguay,Jorge  Batlle Ibañez,URY,President of the Eastern Republic of Uruguay
2260,General debate,A_59_PV.8_E, 2004-09-23 ,Maduro Joest,Honduras,Ricardo  Maduro Joest,HND,President of the Republic of Honduras 
2261,General debate,A_59_PV.8_E, 2004-09-23 ,Jammeh,Gambia,A.J.J.  Jammeh,GMB,President of the Republic of the Gambia 
2262,General debate,A_59_PV.8_E, 2004-09-23 ,Rosa,Guinea-Bissau,Henrique Pereira  Rosa,GNB,President of the Republic of Guinea-Bissau 
2214,General debate,A_59_PV.9_E, 2004-09-24 ,Kharrazi,Iran,Kamal  Kharrazi,IRN,Minister for Foreign Affairs of the Islamic Republic of Iran. Mr. Kharrazi (Islamic Republic of Iran) (spoke in Farsi; English text provided by the delegation): An overall and realistic review of the current developments in international relations reveals that our world today faces the formidable challenge of extremism. Extremism yet interconnected faces: the violence and terrorism of distinct has two and 32 in is is manifested non-State actors and the unbridled militarism of States. 
2215,General debate,A_59_PV.9_E, 2004-09-24 ,Yeo,Singapore,George Yong-Boon   Yeo,SGP,the Minister for Foreign Affairs of the Republic of Singapore. Mr. Yeo (Singapore): First
2216,General debate,A_59_PV.9_E, 2004-09-24 ,Ban,Republic of Korea,1944-   Ki-moon Ban,KOR,President of the Democratic Republic of Sao Tome and Principe 
2217,General debate,A_59_PV.9_E, 2004-09-24 ,Al-Khalifa,Bahrain,Mohammed Bin Mubarak  Al-Khalifa,BHR,Deputy Prime Minister and Minister for Foreign Affairs of Bahrain. Shaikh Mohammed bin Mubarak Al-Khalifa (Bahrain) (spoke in Arabic): Mr. President
2218,General debate,A_59_PV.9_E, 2004-09-24 ,Spencer,Antigua and Barbuda,Winston Baldwin  Spencer,ATG,Prime Minister and Minister of Labour of Antigua and Barbuda 
2219,General debate,A_59_PV.9_E, 2004-09-24 ,Toafa,Tuvalu,Maatia  Toafa,TUV,Acting Prime Minister of Tuvalu 
2220,General debate,A_59_PV.9_E, 2004-09-24 ,Skerrit,Dominica,Roosevelt  Skerrit,DMA,Prime Minister and Minister for Finance and Carib Affairs of the Commonwealth of Dominica 
2221,General debate,A_59_PV.9_E, 2004-09-24 ,Qarase,Fiji,Laisenia  Qarase,FJI,Prime Minister of the Republic of the Fiji Islands 
2222,General debate,A_59_PV.9_E, 2004-09-24 ,Gonsalves,Saint Vincent and the Grenadines,Ralph  Gonsalves,VCT,Prime Minister of Saint Vincent and the Grenadines 
2223,General debate,A_59_PV.9_E, 2004-09-24 ,Aliyev,Azerbaijan,Ilham Heydar oglu  Aliyev,AZE,President of the Republic of Azerbaijan 
2224,General debate,A_59_PV.9_E, 2004-09-24 ,Crvenkovski,The former Yugoslav Republic of Macedonia,Branko  Crvenkovski,MKD,President of the former Yugoslav Republic of Macedonia 
2225,General debate,A_59_PV.9_E, 2004-09-24 ,Menezes,Sao Tome and Principe,Fradique Bandeira Melo de  Menezes,STP,President of the Democratic Republic of Sao Tome and Principe 
